OBJECTID,REGIONNAME,ZONENAME,WOREDANAME,REG_P_CODE,ZON_P_CODE,WOR_P_CODE,REG_Pcode,HRname,HRpcode,HRparent,DRMF_Name,pop_2020,pop_2022,pop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
"306",Oromia,West Shewa,Adda Berga,"04","0405","040513",ET04,Adda Berga,ET040513,ET0405,,195436.046875,259174.877912753,364392.107869865,76947.8596304936,3753.82672971762,3595.59528325432,221067.511714273,18457.01887671,4144.0568989843,25598.8730503416,28985.8956828052,1248.83529139464,1414.06932568554,1196.19450429748,1354.46342192039,81451.9117370122,85580.9138932413,6419.84778832666,6800.63328969478,1441.41449360572,1526.9102496928
"307",Oromia,West Wellega,Babo,"04","0401","040111",ET04,Babo,ET040111,ET0401,,99088.8046875,131405.282024708,184751.886787177,39013.6392746618,1903.24256757819,1823.01701479646,112084.315259497,9357.96629041297,2101.0947122768,12978.986079921,14696.253848415,633.176930533226,716.952893122416,606.487316438636,686.731867621503,41297.2565838606,43390.7183313474,3254.95247060461,3448.01603680041,730.817275085293,774.164817219835
"308",Oromia,East Wellega,Bila Seyo,"04","0402","040207",ET04,Bila Seyo,ET040207,ET0402,,88651.390625,117563.84612469,165291.242900036,34904.1789932621,1702.76653194694,1630.99145261089,100278.03288517,8372.25484436221,1879.77813099677,11611.8583579267,13148.2395488453,566.481910650402,641.433421145477,542.603618726385,614.395695287155,36947.2538971754,38820.2030736262,2912.09550713027,3084.82292751098,653.837413150846,692.618987946527
"309",Oromia,East Harerge,Meta,"04","0410","041009",ET04,Meta,ET041009,ET0410,Meta,408705.0625,541998.706837902,762033.931829956,160916.986821969,7850.17919015053,7519.27813965186,462306.78852039,38598.1868452048,8666.24689244874,53533.5685369298,60616.669729492,2611.62315746236,2957.1683493132,2501.53826511724,2832.51767706907,170336.072641257,178970.836346867,13425.4879461757,14221.8045143024,3014.35385189881,3193.14660223213
"310",Oromia,East Harerge,Haro Maya,"04","0410","041006",ET04,Haro Maya,ET041006,ET0410,,442948.1875,587409.765253868,825880.518466976,174399.326533306,8507.90206159337,8149.27665171058,501040.904146012,41832.1143351871,9392.34353975657,58018.8486259333,65695.4034890737,2830.43654256419,3204.93304498926,2711.12824910403,3069.83858591048,184607.585188189,193965.807739913,14550.3349424785,15413.370448744,3266.90980291496,3460.68260380432
"311",Oromia,East Wellega,Sasiga,"04","0402","040211",ET04,Sasiga,ET040211,ET0402,Sasiga,131798.390625,174782.658294248,245739.177299349,51892.1878716877,2531.51007489589,2424.80176635409,149083.767960422,12447.0660483708,2794.67395435957,17263.3980465571,19547.5423439224,842.19100925015,953.621731188289,806.691053476508,913.424631862902,54929.6358165388,57714.1571358132,4329.42448482954,4586.21905807299,972.06279761835,1029.71952593291
"312",Oromia,East Harerge,Goro Gutu,"04","0410","041010",ET04,Goro Gutu,ET041010,ET0410,Goro Gutu,230607.96875,305817.647778746,429970.443876951,90795.8889508123,4429.38941419189,4242.68162387001,260852.236054754,21778.6621270581,4889.84790236995,30205.8100888836,34202.3829927669,1473.58368354651,1668.5542922212,1411.46932347843,1598.22132850964,96110.5191023971,100982.602914148,7575.20468625264,8024.51878364695,1700.82067158178,1801.70279114592
"313",Oromia,East Wellega,Guto Gida,"04","0402","040213",ET04,Guto Gida,ET040213,ET0402,,268907.03125,356607.433011964,501379.359156234,105875.148546737,5165.01647396136,4947.3005039589,304174.225949892,25395.6331558208,5701.94729097081,35222.3505611316,39882.6689386051,1718.31448752107,1945.66555367852,1645.88425774871,1863.65178558019,112072.425353784,117753.658317765,8833.2845318958,9357.22011263049,1983.29069009541,2100.92717692301
"314",Oromia,East Harerge,Gursum,"04","0410","041003",ET04,Gursum,ET041003,ET0410,Gursum,245906.140625,326105.112099631,458494.010461637,96819.1461792681,4723.22817842416,4524.13448538509,278156.765307469,23223.4245011999,5214.23276234918,32209.6162750623,36471.3155729986,1571.33891978264,1779.24357361737,1505.10399024171,1704.24483112475,102486.340580699,107681.630810449,8077.73191420039,8556.85280589178,1813.65045410598,1921.22493565818
"315",Oromia,East Harerge,Kersa,"04","0410","041008",ET04,Kersa,ET041008,ET0410,Kersa,277237.0625,367654.19161535,516910.770553184,109154.881664511,5325.01507435074,5100.55483728574,313596.741961574,26182.32295273,5878.57859324227,36313.4461695611,41118.1289302895,1771.54334253406,2005.93714564416,1696.86941509918,1921.38280711889,115544.133777028,121401.356368013,9106.9164107232,9647.08213516301,2044.72780964387,2166.00836485771
"316",Oromia,West Shewa,Jeldu,"04","0405","040502",ET04,Jeldu,ET040502,ET0405,,329516.15625,436983.406756054,614385.568440767,129738.414906243,6329.16278743707,6062.37567794436,372732.246157388,31119.5708946013,6987.11277918956,43161.1383199714,48871.8487893404,2105.60647122027,2384.20033725382,2016.85114637827,2283.70143435152,137332.499832854,144294.229469858,10824.2240914364,11466.2498424321,2430.30582684568,2574.45647546947
"317",Oromia,West Harerge,Doba,"04","0409","040902",ET04,Doba,ET040902,ET0409,Doba,216559.640625,287187.64689153,403777.221186613,85264.725187062,4159.55695254167,3984.22315036145,244961.467734385,20451.935243582,4591.9649272664,28365.71265552,32118.8196989928,1383.81494216989,1566.90820289238,1325.48450559864,1500.85982898741,90255.5951987124,94830.8781999323,7113.73337793943,7535.67586321817,1597.20895770355,1691.94547386437
"318",Oromia,West Harerge,Mieso,"04","0409","040901",ET04,Mieso,ET040901,ET0409,,212347.8125,281602.187824276,395924.233199008,83606.4274240216,4078.65850392173,3906.73473621125,240197.257762631,20054.1693633793,4502.65665646462,27814.0331920549,31494.1467555044,1356.90138303945,1536.4336970279,1299.70540426739,1471.66988564816,88500.2309341641,92986.5301082556,6975.37970211837,7389.11590657073,1566.14513810105,1659.03914139992
"319",Oromia,East Harerge,Deder,"04","0410","041011",ET04,Deder,ET041011,ET0410,Deder,397984.4375,527781.694572501,742045.238833464,156696.01960102,7644.26339658141,7322.042116411,450180.152054561,37585.7289022661,8438.92506158359,52129.3448904556,59026.6512918839,2543.11842120779,2879.59971646845,2435.9211340266,2758.2187201734,165868.036087979,174276.303789147,13073.3278314157,13848.7564485688,2935.2852025754,3109.38809167403
"320",Oromia,West Shewa,Cheliya,"04","0405","040505",ET04,Cheliya,ET040505,ET0405,,256874.625,340650.819732557,478944.839290058,101137.701581622,4933.90471680962,4725.9305783465,290563.767939942,24259.2903324801,5446.81024266781,33646.3053790425,38098.095018121,1641.42747611417,1858.6055825812,1572.23818037522,1780.26156968141,107057.677524353,112484.700315005,8438.03392236154,8938.5256915792,1894.54715972306,2006.91993145645
"321",Oromia,Kelem Wellega,Gawo Kebe,"04","0418","041804",ET04,Gawo Kebe,ET041804,ET0418,,107985.2734375,143203.214079743,201339.42553577,42516.3924234702,2074.12098395962,1986.69255769965,122147.557128404,10198.1505567261,2289.73684503348,14144.2755839255,16015.7244335818,690.025318133368,781.322919877722,660.939436180961,748.388566571415,45005.0392523238,47286.4578237381,3547.19116526637,3757.58851592795,796.432084651935,843.671489799715
"322",Oromia,East Harerge,Babile,"04","0410","041004",ET04,Babile,ET041004,ET0410,Babile,154997.1875,205547.429911054,288993.523815747,61026.1106770112,2977.09964344853,2851.60882653924,175325.090285168,14637.9650083396,3286.58491845858,20302.0547612194,22988.2479708399,990.431196864698,1121.4756536263,948.682634722201,1074.20316940591,64598.2020083015,67872.8472522583,5091.47809362498,5393.47295433042,1143.16266678029,1210.96797674524
"323",Oromia,West Shewa,Ambo Zuria,"04","0405","040503",ET04,Ambo Zuria,ET040503,ET0405,,253580.34375,336282.153079547,472802.624955507,99840.6640327073,4870.62999748742,4665.32301738929,286837.441243975,23948.1777604205,5376.95778116162,33214.8093021452,37609.5070928679,1620.37703659413,1834.76994867286,1552.07505699103,1757.43065631619,105684.719414002,111042.143506758,8329.82059869324,8823.89382559238,1870.25059409103,1981.18224444105
"324",Oromia,Horo Guduru,Jimma Rare,"04","0419","041907",ET04,Jimma Rare,ET041907,ET0419,,90303.2890625,119754.488960078,168371.221047632,35554.5710326277,1734.49527702042,1661.38276642051,102146.578033427,8528.26045914445,1914.80524715984,11828.229590715,13393.2391615247,577.037532806785,653.385663052574,552.714301295906,625.844125840768,37635.7158666083,39543.5649109155,2966.35845759461,3142.30441920551,666.020786626979,705.525003474376
"325",Oromia,East Harerge,Kurfa Chele,"04","0410","041007",ET04,Kurfa Chele,ET041007,ET0410,,94357.734375,125131.236933,175930.767494097,37150.9034072039,1812.37080424071,1735.97568146838,106732.764414843,8911.16307544258,2000.77634787273,12359.2945222045,13994.5700355314,602.945416609398,682.721432173726,577.530118430649,653.943332511021,39325.487671845,41318.9954966346,3099.5422903038,3283.38788975417,695.923848679329,737.2017294595
"326",Oromia,West Harerge,Tulo,"04","0409","040903",ET04,Tulo,ET040903,ET0409,Tulo,240936.40625,319514.565880063,449227.900071992,94862.4425455064,4627.77228871102,4432.70225594992,272535.249575191,22754.0818050172,5108.85372735463,31558.6636929068,35734.2345458883,1539.58234377941,1743.2852688478,1474.68601442687,1669.80224217952,100415.103610133,105505.397631259,7914.48189586411,8383.91981030585,1776.99679030118,1882.39720414818
"327",Oromia,East Harerge,Bedeno,"04","0410","041013",ET04,Bedeno,ET041013,ET0410,Bedeno,389612.3125,516679.113910229,726435.343295354,153399.713164158,7483.45628288841,7168.01335026394,440710.021691688,36795.0637632909,8261.40119676862,51032.7357005774,57784.9482090918,2489.62058735806,2819.023556939,2384.67833580986,2700.19596921437,162378.784245982,170610.17300015,12798.3132216533,13557.4296800894,2873.53762575813,3043.97803207338
"328",Oromia,West Shewa,Dendi,"04","0405","040510",ET04,Dendi,ET040510,ET0405,,272372.09375,361202.578916506,507839.99652823,107239.426770352,5231.57146440774,5011.05006592763,308093.731880644,25722.8743428695,5775.42102515722,35676.2161425703,40396.5861087761,1740.45621831271,1970.73686816314,1667.09267239802,1887.66629306724,113516.559992332,119270.999771344,8947.10782182996,9477.79469324225,2008.84683180321,2127.99915024459
"329",Oromia,West Shewa,Ejere (Addis Alem),"04","0405","040511",ET04,Ejere (Addis Alem),ET040511,ET0405,,141900.578125,188179.538009272,264574.788518891,55869.6614142636,2725.54726543718,2610.65989389176,160510.858761764,13401.1186316326,3008.88233850165,18586.6166619472,21045.8378616905,906.743933196441,1026.7156854229,868.522948677559,983.437526970645,59139.9260764878,62137.8775926839,4661.26964398085,4937.747211194,1046.57023732795,1108.64628424958
"330",Oromia,East Harerge,Girawa,"04","0410","041016",ET04,Girawa,ET041016,ET0410,,391285.84375,518898.444808174,729555.655998791,154058.622560717,7515.60053897483,7198.80266045055,442603.036798825,36953.1123851594,8296.88701851503,51251.9404721615,58033.1562700409,2500.3144430703,2831.13232215422,2394.92142512747,2711.7943252997,163076.262126054,171343.007787253,12853.2867849534,13615.66393376,2885.88054937853,3057.0530612692
"331",Oromia,West Shewa,Bako Tibe,"04","0405","040506",ET04,Bako Tibe,ET040506,ET0405,,200436.03125,265805.53976187,373714.619631925,78916.47341487,3849.86364458138,3687.58404644597,226723.244738276,18929.2183888689,4250.07735977107,26253.7878795961,29727.46320746,1280.78516473563,1450.24650306222,1226.797629599,1389.11565754631,83535.7560047967,87770.3934652371,6584.09148412779,6974.61890152169,1478.2912625599,1565.97431956408
"332",Oromia,East Harerge,Malka Balo,"04","0410","041012",ET04,Malka Balo,ET041012,ET0410,,289160,383465.63438824,539141.18503964,113849.228156895,5554.02421672702,5319.91077762031,327083.374379675,27308.3275256944,6131.39444882819,37875.1527652991,42886.467106044,1847.73084921554,2092.20506018911,1769.84547320429,2004.0143532631,120513.258298448,126622.378302593,9498.57109860526,10061.9673468216,2132.66396673288,2259.16034867183
"333",Oromia,Bale,Ginir,"04","0411","041108",ET04,Ginir,ET041108,ET0411,,227534.25,301741.477110605,424239.470127631,89585.6921488381,4370.35113651549,4186.13192990992,257375.398661463,21488.3795210722,4824.67228305535,29803.2040326731,33746.5075671717,1453.94263721857,1646.31452903698,1392.6561846778,1576.91901666536,94829.4848595712,99636.6298253454,7474.23658525669,7917.56188194612,1678.15083750377,1777.68832329777
"334",Oromia,West Arsi,Adaba,"04","0417","041710",ET04,Adaba,ET041710,ET0417,Adaba,225322.078125,298807.835211923,420114.857573339,88714.7070177026,4327.86097132904,4145.43281177546,254873.100136138,21279.4615721663,4777.76504016481,29513.4462940207,33418.4115775809,1439.80687080135,1630.30845215607,1379.11626774974,1561.58762854326,93907.5176422091,98667.925772134,7401.56930127196,7840.58442596394,1661.83523629326,1760.40498194888
"335",Oromia,West Arsi,Shashemene Zuria,"04","0417","041712",ET04,Shashemene Zuria,ET041712,ET0417,,564804.0625,749007.290536788,1053081.79406368,222376.907509696,10848.4418343851,10391.1579033666,638878.194168795,53340.2072437155,11976.1948177068,73979.9424182081,83768.3318846529,3609.09493029297,4086.61612110204,3456.96470211308,3914.35692361083,235393.477217026,247326.164299062,18553.1593043206,19653.6174928316,4165.6428010724,4412.72286197526
"336",Oromia,West Arsi,Kofele,"04","0417","041704",ET04,Kofele,ET041704,ET0417,,289952.125,384516.100274392,540618.10858093,114161.106770306,5569.23891251023,5334.48414297071,327979.386684041,27383.1359671846,6148.19079281691,37978.9079713588,43003.9503082724,1852.79252371733,2097.93644742559,1774.69378848117,2009.50415084775,120843.392358241,126969.247687754,9524.59148742627,10089.531103512,2138.50618711138,2265.34909328102
"337",Oromia,West Arsi,Gedeb Asasa,"04","0417","041706",ET04,Gedeb Asasa,ET041706,ET0417,,303901.03125,403014.25418288,566625.95837216,119653.12575701,5837.16173416383,5591.1134717001,343757.69393662,28700.4734291441,6443.96561073251,39805.9827919688,45072.7679492183,1941.92595984591,2198.86317394501,1860.07008043965,2106.17661016896,126656.880191575,133077.435833054,9982.79690229487,10574.9144179793,2241.38462719546,2374.32964352082
"338",Oromia,Bale,Sinana,"04","0411","041109",ET04,Sinana,ET041109,ET0411,,265178.09375,351662.35283479,494426.724688504,104406.976405984,5093.39311949442,4878.69621984172,299956.23777604,25043.4715616417,5622.87830948123,34733.9217415689,39329.6154200194,1694.48659689461,1918.68498269142,1623.06075811447,1837.80850064306,110518.31549033,116120.766718679,8710.79325382828,9227.46341266044,1955.78837082424,2071.79359087143
"339",Oromia,East Harerge,Golo Oda,"04","0410","041017",ET04,Golo Oda,ET041017,ET0410,,172369.875,228585.985151116,321385.041750708,67866.1544689808,3310.78454829232,3171.22823263787,194976.208176797,16278.6450479423,3654.9581363958,22577.5880058117,25564.8601959483,1101.44257681881,1247.17500587621,1055.01467348713,1194.60403779972,71838.6196871842,75480.2999039312,5662.15075717665,5997.99437621289,1271.29278379704,1346.69797657186
"340",Oromia,Bale,Rayitu,"04","0411","041117",ET04,Rayitu,ET041117,ET0411,,53936.22265625,71526.7942916872,100564.528286943,21235.9846421099,1035.97692209017,992.308383639207,61009.9657895273,5093.74752315554,1143.67220979836,7064.74848764925,7999.49522330726,344.652173509861,390.253278354173,330.124427686757,373.803307386635,22479.0079285352,23618.525347187,1771.7424460181,1876.83120479349,397.799967356017,421.394990946657
"341",Oromia,East Harerge,Fedis,"04","0410","041005",ET04,Fedis,ET041005,ET0410,,184246.40625,244335.886901403,343528.931404482,72542.2297075814,3538.90234526706,3389.73039959602,208410.34815873,17400.2670054888,3906.78998650503,24133.2161542956,27326.3156766062,1177.33354781168,1333.10714994435,1127.70669544792,1276.91396687697,76788.4034685538,80681.00066773,6052.28105349334,6411.26477886542,1358.88667730462,1439.48739585448
"342",Oromia,West Harerge,Gemechis,"04","0409","040912",ET04,Gemechis,ET040912,ET0409,Gemechis,298647.5625,396047.437448347,556830.822919664,117584.7090938,5736.25603261687,5494.46115110591,337815.232026438,28204.3348025325,6332.57022710116,39117.8657237229,44293.6051509768,1908.35632270811,2160.85192099752,1827.91546747171,2069.76760899515,124467.391201288,130776.956142006,9810.22653835734,10392.1082517736,2202.63831545288,2333.28514119343
"343",Oromia,West Harerge,Mesela,"04","0409","040904",ET04,Mesela,ET040904,ET0409,,248707.640625,329820.283543602,463717.430125105,97922.1639295847,4777.03782997749,4575.67595046845,281325.682423684,23487.998714657,5273.63621216379,32576.5662006121,36886.8171555051,1589.24048975801,1799.5137094457,1522.25097493248,1723.66053942005,103653.922172632,108908.400048292,8169.75794453911,8654.33724883728,1834.31257232013,1943.11260240602
"344",Oromia,East Shewa,Fentale,"04","0407","040701",ET04,Fentale,ET040701,ET0407,Fentale,132506.40625,175721.583667043,247059.278223022,52170.950606607,2545.10924465337,2437.82770339297,149884.639933511,12513.9311838696,2809.68682983616,17356.1363227955,19652.5509509639,846.715225296765,958.744548567311,811.024565196193,918.331512049769,55224.7155989947,58024.1952542006,4352.6819780962,4610.85604140329,977.284679660546,1035.25113758819
"345",Oromia,West Wellega,Haru,"04","0401","040114",ET04,Haru,ET040114,ET0401,Haru,109020.28125,144575.775732175,203269.206067505,42923.8998262558,2094.00083751864,2005.73443491863,123318.306360047,10295.896899012,2311.68331465603,14279.8444005382,16169.2305495912,696.639012504427,788.811675523896,667.274350732366,755.561655906003,45436.399619763,47739.6849325378,3581.18997317425,3793.60392197678,804.065657300315,851.757838570519
"346",Oromia,West Harerge,Anchar,"04","0409","040906",ET04,Anchar,ET040906,ET0409,Anchar,132937.765625,176293.625084887,247863.551305798,52340.7871396752,2553.39455525948,2445.76377127265,150372.572150779,12554.6688484628,2818.83344235976,17412.6372296459,19716.5275716819,849.471609389605,961.865631245188,813.664762447431,921.321034732417,55404.4933129899,58213.0863524355,4366.85163397007,4625.86615326522,980.466117604158,1038.62127867281
"347",Oromia,West Wellega,Yubdo,"04","0401","040112",ET04,Yubdo,ET040112,ET0401,,63196.1484375,83806.7199871328,117829.735643017,24881.8395424607,1213.83641868083,1162.67073999429,71484.3321300882,5968.25674330354,1340.02114302466,8277.64482033764,9372.871563126,403.823049590446,457.253083225202,386.801138594743,437.978933945551,26338.2686405986,27673.4216859869,2075.92028320516,2199.0509822348,466.095409492871,493.741294573175
"348",Oromia,East Wellega,Wama Hagalo,"04","0402","040216",ET04,Wama Hagalo,ET040216,ET0402,,80487.984375,106738.055017949,150070.505178412,31690.0501348665,1545.96837174677,1480.80265439721,91043.9947655054,7601.30114537099,1706.6799716221,10542.5878543856,11937.4923721477,514.317788493797,582.367437383445,492.638313713624,557.819463109407,33544.9898011682,35245.4696581287,2643.93706656995,2800.75899361162,593.629215768161,628.839614208459
"349",Oromia,Horo Guduru,Jarte Jardega,"04","0419","041908",ET04,Jarte Jardega,ET041908,ET0419,,79571.71875,105522.961716113,148362.120426463,31329.2943795997,1528.36925198538,1463.94537339845,90007.560775835,7514.76883873095,1687.25133015448,10422.5722902672,11801.5973811843,508.462856064041,575.737835857984,487.03017784193,551.469312798501,33163.1176337329,34844.2394305923,2613.83880199577,2768.87548690334,586.871411499267,621.680978958594
"350",Oromia,West Harerge,Kuni,"04","0409","040911",ET04,Kuni,ET040911,ET0409,,288531.59375,382632.281914489,537969.51644678,113601.809542524,5541.9541395018,5308.34947874737,326372.552562234,27248.9807152981,6118.06962315085,37792.8419936937,42793.2656813315,1843.71533664823,2087.65825310616,1765.99922214295,1999.6592033645,120251.357327627,126347.200913206,9477.9286811048,10040.1005493114,2128.02923383122,2254.25071219771
"351",Oromia,West Wellega,Nole Kaba,"04","0401","040115",ET04,Nole Kaba,ET040115,ET0401,,97701.6171875,129565.682029194,182165.464347621,38467.4702810808,1876.59824274716,1797.49580255469,110515.197925158,9226.96002886383,2071.68056876807,12797.2875791719,14490.5145653583,624.312809847805,706.915956108544,597.996835330043,677.118007956725,40719.1182331348,42783.2726943242,3209.38496785234,3399.74575277455,720.586244526598,763.326945466573
"352",Oromia,South West Shewa,Ilu,"04","0413","041305",ET04,Ilu,ET041305,ET0413,,101026.171875,133974.495393077,188364.123753997,39776.4272085163,1940.45443739444,1858.66032846706,114275.76842418,9540.93163034168,2142.17495303893,13232.748973091,14983.5924642645,645.556696471121,730.970632205041,618.345251653504,700.158730435485,42104.6934087539,44239.0861585941,3318.59273888021,3515.43105056244,745.106088168402,789.301153956652
"353",Oromia,West Shewa,Tikur Enchini,"04","0405","040509",ET04,Tikur Enchini,ET040509,ET0405,,116930.6953125,155066.064661315,218018.237786313,46038.4195918426,2245.93966469897,2151.26873090194,132266.172331492,11042.9579658353,2479.41698760784,15315.9771334679,17342.4554509835,747.186515939721,846.047144917151,715.69118058327,810.384533625966,48733.2241223282,51203.6337565523,3841.0379133875,4068.86442825951,862.407941962893,913.560625233875
"354",Oromia,East Shewa,Ada'a,"04","0407","040706",ET04,Ada'a,ET040706,ET0407,,374848.4375,497100.200184597,698907.97760412,147586.82143171,7199.87999542566,6896.39038120896,424009.86242374,35400.7604915784,7948.34565237039,49098.9135224311,55595.2593187015,2395.27950528771,2712.20015818744,2294.31391010885,2597.87539441225,156225.641759604,164145.112253635,12313.3370272335,13043.6877096835,2764.64848403089,2928.63026269744
"355",Oromia,South West Shewa,Dawo,"04","0413","041304",ET04,Dawo,ET041304,ET0413,,135110.078125,179174.408010955,251913.845729391,53196.0786787559,2595.11912377275,2485.7295641939,152829.783738506,12759.8224701192,2864.89550074827,17697.1740528284,20038.7118591881,863.352674614348,977.583307288943,826.96071432359,936.376178700369,56309.8483324166,59164.3360936392,4438.20958365066,4701.45661336376,996.487740903485,1055.59320516653
"356",Oromia,West Shewa,Dano,"04","0405","040507",ET04,Dano,ET040507,ET0405,,158869.359375,210682.458422976,296213.219947178,62550.6776270028,3051.47416400836,2922.84830949196,179705.098042303,15003.6536851907,3368.6910643269,20809.2449026606,23562.5451479949,1015.17435437923,1149.4925909302,972.382821001208,1101.03913570761,66212.0076845633,69568.4607949645,5218.67445501905,5528.21381394976,1171.72139354336,1241.2206298205
"357",Oromia,East Wellega,Jimma Arjo,"04","0402","040214",ET04,Jimma Arjo,ET040214,ET0402,,140965.5625,186939.579647799,262831.444238586,55501.5233342356,2707.58800611961,2593.45765395303,159453.215706975,13312.8155712884,2989.05611906364,18464.1451595443,20907.1619838195,900.769188367243,1019.95041905832,862.800050727353,976.95743037006,58750.2394686281,61728.4367910945,4630.55546362268,4905.21125640247,1039.67414474333,1101.34115827992
"358",Oromia,Ilubabor,Meko,"04","0403","040318",ET04,Meko,ET040318,ET0403,,35222.875,46710.3406655578,65673.3385253946,13868.0907878572,676.541363718179,648.023766535042,39842.3599749394,3326.4552735392,746.871421520159,4613.61105083011,5224.04437013348,225.073982347361,254.853635735954,215.586685129308,244.111035631457,14679.843107238,15424.0012558963,1157.03064906898,1225.65852161841,259.78197647405,275.190629984176
"359",Oromia,West Harerge,Habro,"04","0409","040908",ET04,Habro,ET040908,ET0409,,311932.46875,413665.036711539,581600.639280037,122815.295352961,5991.42511212112,5738.87433390799,352842.455586293,29458.9639733139,6614.26548382564,40857.9675832174,46263.9423168971,1993.24680239777,2256.97430334773,1909.22765168981,2161.83823704452,130004.143651063,136594.380491508,10246.6203222622,10854.3862047861,2300.61950531593,2437.07796674269
"360",Oromia,West Shewa,Nono,"04","0405","040508",ET04,Nono,ET040508,ET0405,,137399.4375,182210.411071811,256182.375008749,54097.4543801582,2639.09186346545,2527.84876329789,155419.392915235,12976.030021774,2913.43943961688,17997.0420707521,20378.2558332158,877.98166874261,994.147871090874,840.973068474861,952.242512381644,57263.9849961922,60166.8403433689,4513.41238761281,4781.11998062199,1013.37262901375,1073.47959997861
"361",Oromia,Jimma,Limu Seka,"04","0404","040401",ET04,Limu Seka,ET040401,ET0404,,308293.8125,408839.68179652,574816.334941342,121382.669105933,5921.53582961716,5671.93102708675,348726.589060986,29115.3285582205,6537.11084026345,40381.3641064946,45724.2787687721,1969.99580847463,2230.64695856098,1886.95673146361,2136.62064349219,128487.660318252,135001.022806487,10127.0946786946,10727.7710423369,2273.78304428501,2408.64973350695
"362",Oromia,Arsi,Merti,"04","0408","040801",ET04,Merti,ET040801,ET0408,,146775.53125,194644.391352373,273664.178492695,57789.0473963575,2819.18264969385,2700.3483558854,166025.162669869,13861.5101678406,3112.25161685592,19225.1544760744,21768.8615054823,937.894857520491,1061.98820443075,898.360802185528,1017.22323742155,61171.6610507095,64272.6063200361,4821.40620802906,5107.38208171909,1082.52485369674,1146.73350517099
"363",Oromia,Kelem Wellega,Hawa Galan,"04","0418","041801",ET04,Hawa Galan,ET041801,ET0418,,156299.34375,207274.266861113,291421.404794208,61538.8008278003,3002.11073539231,2875.56564998826,176798.024509195,14760.9409018402,3314.19604587163,20472.6155818483,23181.3759317701,998.751968318647,1130.89735059478,956.652669804741,1083.22772264699,65140.901871703,68443.057935951,5134.25241829685,5438.78438629874,1152.76655982716,1221.1415130842
"364",Oromia,East Wellega,Nunu Kumba,"04","0402","040215",ET04,Nunu Kumba,ET040215,ET0402,,105127.0859375,139412.867272135,196010.311564905,41391.0554446257,2019.22251048145,1934.10816675447,118914.517938648,9928.22276457005,2229.13138448842,13769.9005382956,15591.8153029909,671.761515337019,760.642624019134,643.445487472827,728.579987326993,43813.8320021755,46034.8652836747,3453.30301620739,3658.13150494409,775.351874763235,821.340932775682
"365",Oromia,East Shewa,Boset,"04","0407","040702",ET04,Boset,ET040702,ET0407,Boset,229574.203125,304446.733436515,428042.97941397,90388.8706270422,4409.53341987846,4223.6626001808,259682.891923675,21681.033097205,4867.92777228794,30070.4039781823,34049.0611105152,1466.97792674692,1661.07452437062,1405.14201191473,1591.05684811675,95679.676441636,100529.91975588,7541.24668276545,7988.54660228364,1693.19626053431,1793.6261473853
"366",Oromia,East Shewa,Lome,"04","0407","040704",ET04,Lome,ET040704,ET0407,,190147.390625,252161.397749634,354531.36503582,74865.5888044816,3652.24516627024,3498.29558971613,215085.247458553,17957.5571356469,4031.91539402853,24906.1470045818,28201.5140868002,1215.04080632055,1375.80347505665,1163.82452116221,1317.81055487628,79247.7576468616,83265.025691554,6246.12155576784,6616.60269591949,1402.40866079063,1485.59083311459
"367",Oromia,West Harerge,Boke,"04","0409","040910",ET04,Boke,ET040910,ET0409,Boke,246120.15625,326388.92603451,458893.044344883,96903.4092644796,4727.3388713416,4528.07190421901,278398.849111574,23243.6361791053,5218.77078356611,32237.6487639647,36503.0570796446,1572.70647847861,1780.79207470184,1506.41390373286,1705.72805973287,102575.535906109,107775.347671119,8084.7620796115,8564.29995705536,1815.22889998977,1922.89700514911
"368",Oromia,South West Shewa,Wenchi,"04","0413","041302",ET04,Wenchi,ET041302,ET0413,,152242.484375,201894.317511762,283857.357308467,59941.5179789111,2924.18884020416,2800.92832147688,172209.107460644,14377.8103010026,3228.17375699505,19941.2344483047,22579.687018574,972.828658669605,1101.54411462559,931.822077052388,1055.11178539194,63450.1239572617,66666.5702388225,5000.98928643048,5297.61691305936,1122.84569315416,1189.44592641891
"369",Oromia,South West Shewa,Tole,"04","0413","041308",ET04,Tole,ET041308,ET0413,,102138.328125,135449.366405476,190437.748178448,40214.3098017255,1961.81611516897,1879.1215679911,115533.784121675,9645.96388630636,2165.75729035211,13378.4229524368,15148.5407711964,652.663368944052,739.017592137158,625.152364340454,707.866494607816,42568.2069425223,44726.0963585495,3355.12578360764,3554.13100862048,753.308659615877,797.990251001636
"370",Oromia,Ilubabor,Darimu,"04","0403","040301",ET04,Darimu,ET040301,ET0403,,237455.96875,314899.030626618,442738.595886743,93492.1108155876,4560.92198382858,4368.66982765042,268598.352211041,22425.388599931,5035.0539792325,31102.7842420748,35218.037048453,1517.34236682023,1718.10270919511,1453.38349487317,1645.68117873494,98964.5611304361,103981.323506956,7800.15355498708,8262.81022226583,1751.32725217448,1855.20510843636
